искаженный	0.122	0.587	0.339
искалеченный	0.035	0.358	0.236
искатель	0.503	0.507	0.592
исключать	0.312	0.526	0.474
исключая	0.340	0.482	0.425
исключение	0.354	0.565	0.467
исключенный	0.061	0.540	0.134
исключительно	0.571	0.330	0.527
исключительный	0.806	0.740	0.933
ископаемое	0.480	0.292	0.380
искоренение	0.208	0.788	0.685
искоренить	0.260	0.690	0.686
искра	0.688	0.745	0.529
искренний	0.830	0.351	0.574
искренность	0.824	0.370	0.647
искривленный	0.071	0.736	0.311
искупить	0.418	0.673	0.411
искуплен	0.625	0.378	0.434
искупление	0.550	0.602	0.683
искусный	0.802	0.616	0.908
искусственный	0.298	0.438	0.277
искусство	0.812	0.360	0.603
искушать	0.210	0.677	0.500
искушение	0.365	0.817	0.560
испарение	0.556	0.346	0.388
испаряться	0.357	0.469	0.402
исповедовать	0.633	0.420	0.643
исполнение	0.470	0.566	0.598
исполнитель	0.515	0.546	0.745
исполнять	0.806	0.370	0.638
использовал	0.354	0.306	0.287
использование	0.562	0.469	0.706
использовать	0.476	0.545	0.561
испортился	0.053	0.549	0.237
испорченный	0.171	0.536	0.318
исправительный	0.292	0.713	0.602
исправить	0.642	0.485	0.585
исправление	0.449	0.522	0.627
исправлено	0.684	0.167	0.509
исправляет	0.640	0.366	0.517
исправлять	0.594	0.438	0.584
исправный	0.834	0.400	0.684
испуг	0.177	0.816	0.191
испугался	0.323	0.688	0.365
испуганно	0.112	0.567	0.271
испуганный	0.126	0.879	0.327
испускают	0.638	0.445	0.510
испытание	0.344	0.539	0.529
испытательный	0.333	0.610	0.500
иссечение	0.260	0.480	0.519
исследование	0.623	0.506	0.770
исследователь	0.624	0.590	0.782
исследовательский	0.653	0.690	0.698
исследовать	0.696	0.641	0.756
иссохший	0.188	0.292	0.160
истекает	0.573	0.745	0.702
истекать	0.514	0.440	0.455
истекший	0.379	0.393	0.323
истерика	0.219	0.817	0.404
истеричный	0.290	0.942	0.398
истерия	0.224	0.906	0.482
истец	0.285	0.691	0.729
истинный	0.896	0.436	0.777
истирание	0.406	0.592	0.441
историк	0.688	0.270	0.637
историография	0.562	0.415	0.634
исторический	0.734	0.415	0.808
история	0.691	0.394	0.729
источать	0.375	0.519	0.411
источник	0.734	0.377	0.637
истощение	0.260	0.502	0.253
истощенный	0.103	0.541	0.151
истребитель	0.344	0.804	0.887
истребить	0.177	0.857	0.736
истребление	0.190	0.860	0.616
исход	0.451	0.568	0.626
исходить	0.677	0.482	0.710
исходный	0.583	0.314	0.539
исходящий	0.650	0.472	0.538
исчез	0.208	0.566	0.255
исчезновение	0.194	0.606	0.420
исчезнуть	0.236	0.480	0.347
исчерпывающий	0.388	0.635	0.604
исчисление	0.360	0.360	0.562
итерация	0.531	0.449	0.486
ищейка	0.327	0.462	0.538
йаху	0.643	0.583	0.522
йог	0.653	0.347	0.349
йога	0.750	0.115	0.422
йогурт	0.660	0.269	0.240
йод	0.390	0.265	0.333
йодль	0.510	0.454	0.389
йомен	0.530	0.459	0.510
йота	0.375	0.354	0.332
кабан	0.406	0.500	0.351
кабана	0.698	0.296	0.407
кабаре	0.677	0.656	0.482
кабель	0.583	0.245	0.434
каберне	0.543	0.420	0.480
кабина	0.643	0.292	0.430
кабинет	0.552	0.306	0.465
кабинка	0.479	0.343	0.417
каблук	0.480	0.350	0.385
каблуки	0.500	0.439	0.396
кабриолет	0.605	0.527	0.595
кавалер	0.673	0.451	0.573
кавалерия	0.667	0.727	0.794
казаться	0.471	0.302	0.298
казеин	0.470	0.436	0.415
казино	0.542	0.684	0.568
казна	0.812	0.541	0.736
казначей	0.694	0.456	0.755
казнокрад	0.146	0.823	0.491
казу	0.503	0.462	0.411
кайзер	0.470	0.509	0.690
как	0.719	0.353	0.446
какао	0.776	0.255	0.322
какать	0.163	0.430	0.172
какашка	0.240	0.519	0.383
какофония	0.408	0.562	0.440
кактус	0.439	0.412	0.284
кал	0.184	0.476	0.175
каламбур	0.653	0.529	0.457
калейдоскоп	0.615	0.439	0.580
калека	0.094	0.392	0.161
календарь	0.506	0.243	0.462
калечащий	0.156	0.598	0.391
калечить	0.183	0.691	0.439
калибр	0.429	0.551	0.606
калибровать	0.552	0.460	0.623
калий	0.469	0.314	0.472
калитка	0.500	0.500	0.471
каллиграфия	0.620	0.216	0.500
калорийный	0.327	0.483	0.448
калориметр	0.406	0.560	0.414
калория	0.333	0.540	0.427
калькулятор	0.513	0.283	0.588
кальмар	0.497	0.398	0.357
кальмары	0.521	0.312	0.406
кальций	0.600	0.346	0.479
камбала	0.711	0.333	0.345
камбуз	0.480	0.449	0.425
камедь	0.573	0.227	0.213
каменистый	0.356	0.494	0.525
каменщик	0.541	0.442	0.580
камень	0.216	0.183	0.561
камера	0.557	0.341	0.396
камердинер	0.635	0.406	0.389
камеры	0.542	0.442	0.388
камея	0.573	0.457	0.509
камзол	0.497	0.250	0.375
камикадзе	0.204	0.810	0.645
камин	0.667	0.380	0.417
каморка	0.354	0.385	0.360
кампания	0.567	0.697	0.782
кампус	0.604	0.388	0.519
камуфляж	0.438	0.585	0.450
канава	0.357	0.364	0.322
канавка	0.552	0.448	0.361
канал	0.582	0.273	0.363
канализация	0.247	0.408	0.240
канарейка	0.582	0.276	0.265
канат	0.354	0.653	0.279
кандалы	0.276	0.580	0.414
кандзи	0.510	0.413	0.425
кандидат	0.596	0.490	0.804
кандидатура	0.490	0.657	0.696
каникулы	0.939	0.521	0.512
канистра	0.553	0.271	0.403
канитель	0.469	0.442	0.342
каннибал	0.122	0.824	0.480
каннибализм	0.094	0.890	0.583
канон	0.385	0.519	0.541
канонический	0.542	0.410	0.620
каноны	0.385	0.588	0.593
каноэ	0.542	0.300	0.418
кантон	0.542	0.472	0.536
кантри	0.795	0.451	0.438
кантун	0.260	0.509	0.298
канун	0.612	0.378	0.440
канцелярский	0.520	0.396	0.491
канцлер	0.646	0.500	0.887
каньон	0.468	0.731	0.634
канюк	0.350	0.500	0.225
капает	0.302	0.257	0.267
капать	0.392	0.193	0.175
капеллан	0.582	0.370	0.577
капелька	0.625	0.208	0.194
капельница	0.333	0.216	0.236
каперсы	0.510	0.370	0.326
капилляр	0.469	0.365	0.395
капитализировать	0.771	0.601	0.885
капитализм	0.448	0.686	0.848
капиталист	0.352	0.577	0.821
капитан	0.552	0.653	0.966
капитолий	0.535	0.375	0.705
капитуляция	0.286	0.479	0.430
капля	0.433	0.381	0.328
капот	0.397	0.473	0.337
каппа	0.469	0.375	0.366
капрал	0.582	0.490	0.596
каприз	0.356	0.660	0.449
капризный	0.208	0.713	0.448
капслок	0.330	0.394	0.398
капсула	0.583	0.290	0.570
капуста	0.418	0.317	0.355
капут	0.281	0.441	0.440
капучино	0.792	0.279	0.384
карабкаться	0.445	0.777	0.615
караван	0.635	0.559	0.455
каракули	0.516	0.427	0.367
карамель	0.901	0.363	0.400
карандаш	0.552	0.200	0.263
карантин	0.160	0.577	0.589
караоке	0.763	0.649	0.342
карат	0.823	0.604	0.676
карательный	0.281	0.576	0.605
каратэ	0.562	0.833	0.598
карбюратор	0.469	0.612	0.555
кардиган	0.599	0.324	0.264
кардинал	0.583	0.358	0.712
кардиолог	0.458	0.630	0.814
кардиология	0.203	0.545	0.605
кардиомиопатия	0.177	0.645	0.537
кардиостимулятор	0.448	0.569	0.582
каре	0.656	0.402	0.527
карибу	0.562	0.452	0.342
кариес	0.115	0.569	0.283
карикатура	0.604	0.373	0.383
карлик	0.383	0.318	0.271
карликовый	0.365	0.265	0.293
карма	0.500	0.510	0.537
карман	0.458	0.275	0.340
карманник	0.365	0.704	0.449
кармический	0.357	0.459	0.464
карнавал	0.927	0.888	0.555
карниз	0.458	0.441	0.295
карп	0.531	0.324	0.375
карри	0.633	0.345	0.302
карта	0.577	0.275	0.369
картавость	0.390	0.426	0.308
картель	0.438	0.394	0.602
картер	0.312	0.480	0.431
картечь	0.255	0.740	0.322
картина	0.679	0.311	0.372
картинки	0.653	0.240	0.405
картографический	0.490	0.348	0.424
картография	0.520	0.300	0.579
картон	0.500	0.173	0.309
картофель	0.690	0.271	0.309
картошка	0.541	0.235	0.265
картридж	0.458	0.500	0.407
картуш	0.427	0.458	0.450
карты	0.568	0.317	0.320
карусель	0.597	0.463	0.454
карцер	0.240	0.602	0.617
карцинома	0.153	0.692	0.440
карьер	0.378	0.426	0.450
карьера	0.740	0.712	0.606
касательная	0.573	0.373	0.454
каскад	0.735	0.509	0.395
каскадер	0.490	0.482	0.500
касса	0.615	0.413	0.484
кассета	0.490	0.334	0.355
кассир	0.500	0.395	0.443
каста	0.510	0.333	0.374
кастор	0.583	0.337	0.368
кастрация	0.198	0.735	0.381
кастрировать	0.291	0.473	0.488
кастрюля	0.347	0.264	0.321
катаболизм	0.265	0.573	0.605
катализ	0.385	0.559	0.531
катализатор	0.604	0.509	0.585
каталитический	0.562	0.519	0.563
каталка	0.408	0.304	0.352
каталог	0.549	0.320	0.548
катамаран	0.571	0.566	0.526
катапульта	0.480	0.830	0.649
катаракта	0.406	0.545	0.549
катастрофа	0.146	0.952	0.670
катастрофический	0.071	0.838	0.518
кататонический	0.255	0.500	0.509
катафалк	0.337	0.469	0.365
категоричный	0.615	0.442	0.760
категория	0.571	0.264	0.521
катетер	0.336	0.491	0.373
катехизис	0.656	0.236	0.613
катись	0.306	0.485	0.409
катить	0.507	0.270	0.414
каток	0.474	0.479	0.530
катушка	0.431	0.355	0.335
катящийся	0.510	0.606	0.321
каудальный	0.500	0.425	0.583
каучуки	0.604	0.360	0.414
кафе	0.781	0.392	0.358
кафедра	0.469	0.449	0.517
качается	0.656	0.510	0.312
качать	0.602	0.510	0.481
качаться	0.690	0.596	0.721
качели	0.570	0.559	0.410
качества	0.844	0.510	0.731
качественный	0.896	0.443	0.852
каша	0.477	0.267	0.285
кашель	0.255	0.627	0.241
кашемир	0.653	0.452	0.439
каштан	0.714	0.210	0.294
каюта	0.653	0.380	0.441
кающийся	0.542	0.530	0.508
каяк	0.592	0.600	0.364
квадрант	0.500	0.269	0.482
квадратичный	0.430	0.385	0.471
квадратура	0.458	0.363	0.472
квадруполь	0.450	0.425	0.386
квази	0.510	0.343	0.330
квакать	0.337	0.346	0.298
квалификации	0.776	0.576	0.750
квалифицированный	0.760	0.520	0.815
квалифицировать	0.730	0.594	0.520
квалифицирующий	0.788	0.577	0.789
квант	0.704	0.500	0.600
кварта	0.439	0.265	0.436
кварталы	0.510	0.412	0.480
квартет	0.479	0.377	0.472
квартиль	0.438	0.445	0.445
квартира	0.579	0.341	0.593
квартирмейстер	0.551	0.580	0.661
кварто	0.458	0.396	0.393
кварц	0.704	0.292	0.481
квест	0.643	0.716	0.545
квинтет	0.560	0.560	0.500
квитанции	0.320	0.333	0.381
кворум	0.615	0.544	0.602
квота	0.427	0.410	0.400
кебаб	0.531	0.431	0.377
кедр	0.560	0.267	0.577
кейс	0.427	0.275	0.441
кекс	0.777	0.383	0.329
кемпер	0.573	0.529	0.482
кемпинг	0.680	0.490	0.547
кен	0.438	0.409	0.360
кенгуру	0.716	0.333	0.301
кентербери	0.582	0.438	0.510
керамика	0.542	0.279	0.413
керамический	0.521	0.255	0.371
керн	0.438	0.420	0.449
керосин	0.302	0.472	0.427
кетчуп	0.653	0.338	0.282
кефаль	0.521	0.356	0.377
киберпространство	0.677	0.594	0.611
кивая	0.694	0.294	0.426
киви	0.646	0.273	0.282
кивок	0.590	0.367	0.427
кий	0.521	0.433	0.484
кикбоксинг	0.427	0.882	0.651
кикер	0.427	0.711	0.614
килограмм	0.474	0.309	0.458
километр	0.490	0.439	0.485
килт	0.448	0.346	0.348
киль	0.344	0.417	0.419
кимоно	0.643	0.280	0.363
кинезиология	0.491	0.480	0.633
кинематика	0.594	0.480	0.614
кинематографист	0.792	0.455	0.711
кинематографический	0.663	0.490	0.600
кинематография	0.781	0.571	0.625
кинетический	0.582	0.540	0.537
кинжал	0.224	0.797	0.613
кинза	0.469	0.260	0.208
кино	0.745	0.549	0.485
кинохроника	0.625	0.571	0.577
киоск	0.557	0.254	0.329
киоски	0.582	0.378	0.451
кипеть	0.650	0.293	0.393
кипучий	0.659	0.856	0.746
кипятить	0.417	0.684	0.433
кипячение	0.302	0.690	0.526
кипящий	0.382	0.613	0.412
кирк	0.510	0.390	0.388
кирпич	0.217	0.418	0.368
киска	0.323	0.759	0.409
кислица	0.188	0.620	0.382
кислород	0.908	0.310	0.575
кислота	0.265	0.642	0.566
кислотность	0.156	0.663	0.360
кислый	0.276	0.594	0.373
киста	0.173	0.578	0.312
кистозный	0.314	0.481	0.400
кисточка	0.552	0.330	0.307
кисть	0.714	0.226	0.353
кит	0.582	0.398	0.509
китай	0.561	0.401	0.454
кишечник	0.325	0.433	0.386
кишечный	0.357	0.531	0.370
кишки	0.371	0.503	0.426
клавесин	0.541	0.490	0.438
клавиатура	0.589	0.267	0.340
кладбище	0.046	0.535	0.345
кладовая	0.600	0.278	0.454
клан	0.562	0.491	0.686
клапан	0.323	0.363	0.471
кларнет	0.592	0.453	0.411
классика	0.750	0.333	0.510
классификация	0.583	0.423	0.613
классифицировать	0.589	0.395	0.703
классический	0.666	0.229	0.574
классный	0.917	0.410	0.649
кластер	0.490	0.458	0.446
класть	0.521	0.336	0.491
клаустрофобия	0.108	0.797	0.367
клевать	0.202	0.530	0.321
клевер	0.605	0.340	0.364
клевета	0.141	0.656	0.446
клеветать	0.140	0.765	0.481
клеветнический	0.108	0.741	0.392
клей	0.527	0.347	0.381
клеймо	0.327	0.500	0.470
клен	0.541	0.390	0.339
клепаный	0.385	0.439	0.443
клепка	0.448	0.544	0.394
клерк	0.500	0.579	0.509
клетка	0.414	0.387	0.446
клетчатый	0.459	0.316	0.336
клецка	0.580	0.321	0.360
клещ	0.290	0.584	0.271
кливер	0.406	0.420	0.413
клиент	0.583	0.450	0.618
клиентура	0.625	0.577	0.508
клизма	0.281	0.673	0.268
клика	0.464	0.418	0.482
кликер	0.418	0.490	0.463
климат	0.635	0.240	0.483
климатология	0.531	0.367	0.541
клин	0.490	0.290	0.278
клиника	0.469	0.439	0.600
клинический	0.337	0.412	0.640
клинч	0.469	0.538	0.430
клип	0.438	0.310	0.381
клитор	0.625	0.844	0.464
клон	0.406	0.471	0.524
клонирование	0.216	0.696	0.679
клоун	0.650	0.598	0.300
клоуны	0.600	0.673	0.391
клуб	0.670	0.595	0.443
клубника	0.833	0.270	0.336
клубок	0.354	0.545	0.254
клубы	0.723	0.530	0.591
клык	0.175	0.491	0.455
клыки	0.286	0.598	0.434
клюв	0.417	0.436	0.393
клюква	0.793	0.330	0.363
ключ	0.615	0.318	0.557
ключевой	0.561	0.564	0.657
ключица	0.409	0.413	0.379
клюшка	0.371	0.394	0.381
кляп	0.323	0.660	0.398
клятва	0.479	0.561	0.691
книга	0.802	0.210	0.606
книги	0.729	0.115	0.430
книготорговец	0.583	0.317	0.456
книжный	0.604	0.236	0.430
кнопка	0.520	0.220	0.343
кнут	0.257	0.760	0.500
княжеский	0.786	0.540	0.763
коагуляция	0.381	0.558	0.436
коала	0.608	0.210	0.311
коалиция	0.490	0.730	0.673
кобальт	0.408	0.325	0.441
кобра	0.312	0.712	0.600
кобура	0.561	0.255	0.339
кобыла	0.541	0.320	0.417
кобылка	0.479	0.564	0.519
кованый	0.322	0.559	0.681
коварный	0.198	0.571	0.369
ковбой	0.516	0.552	0.645
ковер	0.520	0.170	0.339
коврик	0.520	0.240	0.245
ковчег	0.396	0.427	0.543
ковш	0.509	0.399	0.393
ковылять	0.490	0.453	0.388
когерентность	0.720	0.406	0.788
когорта	0.459	0.551	0.566
коготь	0.302	0.585	0.536
когти	0.300	0.698	0.544
код	0.583	0.308	0.491
кодеин	0.375	0.582	0.436
кодекс	0.531	0.488	0.524
кодирование	0.442	0.344	0.667
кодировать	0.490	0.500	0.734
кодификация	0.448	0.400	0.698
кодифицировать	0.448	0.410	0.679
кожа	0.539	0.337	0.368
кожистый	0.418	0.471	0.411
кожный	0.375	0.388	0.386
кожура	0.542	0.280	0.491
кожух	0.458	0.327	0.328
козел	0.448	0.304	0.364
козырек	0.396	0.490	0.265
козырь	0.640	0.716	0.898
козявка	0.399	0.537	0.427
койка	0.438	0.332	0.339
койот	0.459	0.471	0.387
кокаин	0.156	0.840	0.373
кокетливый	0.714	0.721	0.491
коклюш	0.279	0.569	0.386
кокон	0.470	0.280	0.290
кокос	0.622	0.265	0.227
кокпит	0.520	0.424	0.343
кокс	0.404	0.461	0.397
коктейль	0.740	0.480	0.381
кола	0.469	0.325	0.240
колба	0.418	0.412	0.454
колбаса	0.526	0.460	0.382
колготки	0.577	0.441	0.260
колдовать	0.385	0.679	0.645
колдовство	0.231	0.760	0.598
колдун	0.377	0.633	0.632
колебание	0.424	0.414	0.324
колебания	0.347	0.750	0.519
колебательный	0.375	0.520	0.480
колебаться	0.395	0.619	0.369
колеблющийся	0.350	0.524	0.355
колени	0.583	0.510	0.412
колено	0.520	0.245	0.396
колеса	0.667	0.471	0.386
колесница	0.684	0.550	0.491
колея	0.333	0.310	0.392
колибри	0.750	0.370	0.273
колизей	0.612	0.663	0.704
колики	0.135	0.736	0.361
количественно	0.615	0.475	0.717
количественный	0.604	0.460	0.667
количество	0.496	0.375	0.634
коллаген	0.541	0.245	0.450
коллаж	0.680	0.321	0.375
коллега	0.740	0.413	0.600
коллегиальный	0.592	0.461	0.678
колледж	0.700	0.467	0.746
коллектив	0.583	0.458	0.698
коллективно	0.817	0.573	0.533
коллекционер	0.552	0.481	0.648
коллекция	0.725	0.311	0.588
колли	0.562	0.308	0.328
колокол	0.552	0.510	0.505
колониальный	0.553	0.327	0.613
колония	0.716	0.353	0.593
колоноскопия	0.208	0.524	0.466
колоссальный	0.619	0.716	0.828
колотить	0.358	0.684	0.577
колотушка	0.438	0.545	0.482
колофон	0.500	0.408	0.385
колчан	0.320	0.452	0.335
колыбель	0.776	0.194	0.333
колышек	0.520	0.357	0.393
колышки	0.408	0.286	0.386
кольцевой	0.310	0.385	0.412
кольцо	0.458	0.380	0.376
колючий	0.229	0.630	0.494
колючка	0.448	0.365	0.417
коляска	0.552	0.449	0.500
ком	0.386	0.393	0.373
кома	0.219	0.255	0.302
команда	0.568	0.626	0.768
командир	0.531	0.615	0.906
командующий	0.562	0.664	0.925
комар	0.293	0.372	0.199
коматозный	0.143	0.438	0.433
комбатант	0.531	0.853	0.780
комбинаторный	0.561	0.436	0.428
комбинация	0.708	0.480	0.726
комбинезон	0.531	0.379	0.367
комбинированный	0.622	0.370	0.500
комбинировать	0.663	0.442	0.533
комбо	0.698	0.439	0.453
комедия	0.918	0.555	0.490
комендант	0.622	0.700	0.943
комета	0.704	0.679	0.471
комик	0.812	0.735	0.598
комикс	0.917	0.459	0.387
комиксы	0.690	0.556	0.384
комиссар	0.602	0.449	0.949
комиссия	0.677	0.480	0.571
комитет	0.592	0.392	0.721
комковатый	0.271	0.378	0.365
коммандос	0.323	0.710	0.817
комментарий	0.635	0.409	0.412
комментатор	0.492	0.510	0.607
комментировать	0.592	0.469	0.441
коммерция	0.646	0.500	0.788
коммерческий	0.806	0.490	0.528
коммодор	0.427	0.530	0.636
коммуна	0.500	0.488	0.655
коммунальный	0.592	0.321	0.556
коммунизм	0.264	0.570	0.623
коммуникабельный	0.796	0.491	0.623
коммуникатор	0.573	0.509	0.796
коммуникация	0.837	0.400	0.649
коммунист	0.265	0.702	0.632
коммуняка	0.385	0.519	0.454
коммутативный	0.667	0.442	0.569
коммутатор	0.571	0.519	0.558
коммутация	0.469	0.431	0.652
комод	0.604	0.398	0.473
комок	0.551	0.480	0.582
комп	0.573	0.450	0.371
компактность	0.582	0.352	0.454
компактный	0.458	0.417	0.673
компания	0.906	0.425	0.798
компаньон	0.770	0.377	0.618
компаньонка	0.500	0.520	0.404
компас	0.541	0.307	0.529
компенсаторный	0.589	0.490	0.700
компенсация	0.648	0.479	0.684
компенсировать	0.614	0.482	0.682
компетентность	0.692	0.788	0.793
компетентный	0.865	0.560	0.904
компетенция	0.635	0.480	0.681
компилировать	0.600	0.413	0.519
компиляция	0.530	0.512	0.606
комплект	0.583	0.344	0.420
комплимент	0.820	0.490	0.651
компо	0.500	0.346	0.390
композитор	0.822	0.588	0.691
компост	0.480	0.404	0.441
компресс	0.406	0.412	0.460
компрессия	0.646	0.521	0.579
компрессор	0.418	0.481	0.630
компромисс	0.677	0.520	0.805
компьютер	0.802	0.356	0.639
компьютеризированный	0.677	0.450	0.657
компьютерщик	0.479	0.392	0.390
комфорт	0.863	0.231	0.670
комфортный	0.927	0.163	0.473
конвекция	0.521	0.494	0.526
конвергенция	0.551	0.491	0.625
конверт	0.604	0.275	0.377
конвертировать	0.551	0.538	0.704
конвой	0.500	0.671	0.639
конга	0.469	0.529	0.440
конгломерат	0.520	0.610	0.754
конгресс	0.449	0.444	0.857
конгрессмен	0.495	0.481	0.863
конгруэнтность	0.656	0.472	0.577
конденсация	0.510	0.316	0.538
кондиционер	0.781	0.360	0.538
кондиционирование	0.440	0.468	0.617
кондор	0.573	0.388	0.519
конец	0.198	0.349	0.298
конечно	0.755	0.333	0.813
конечность	0.510	0.397	0.427
конечный	0.384	0.347	0.293
конический	0.500	0.395	0.425
конкатенация	0.480	0.593	0.539
конклав	0.573	0.440	0.611
конкретный	0.598	0.411	0.550
конкурент	0.612	0.959	0.861
конкурентоспособный	0.447	0.718	0.908
конкуренция	0.580	0.790	0.798
конкурировать	0.573	0.745	0.786
конкурс	0.667	0.698	0.717
конкурсы	0.500	0.530	0.495
конопатить	0.367	0.500	0.418
конопля	0.370	0.470	0.493
консенсус	0.627	0.358	0.625
консервант	0.531	0.429	0.509
консерватизм	0.406	0.369	0.633
консерватор	0.615	0.316	0.788
консерватория	0.635	0.240	0.729
консервирование	0.490	0.392	0.259
консервы	0.398	0.357	0.298
консолидированный	0.700	0.366	0.784
консолидировать	0.880	0.440	0.870
консольный	0.357	0.618	0.421
консорт	0.632	0.509	0.630
констебль	0.573	0.667	0.764
конституционность	0.612	0.439	0.853
конституционный	0.633	0.418	0.827
конституция	0.590	0.380	0.889
конструктивный	0.860	0.570	0.812
консул	0.573	0.354	0.688
консульство	0.561	0.453	0.694
консультант	0.770	0.344	0.808
консультативный	0.656	0.429	0.633
консультация	0.660	0.463	0.625
консультирование	0.667	0.480	0.704
консультироваться	0.755	0.370	0.441
консьерж	0.480	0.343	0.343
контакт	0.719	0.424	0.526
контейнер	0.551	0.396	0.561
контекст	0.531	0.300	0.553
контингент	0.470	0.531	0.659
континент	0.551	0.373	0.833
континентальный	0.486	0.350	0.755
континуум	0.677	0.390	0.491
контр-атака	0.281	0.951	0.764
контрабанда	0.200	0.811	0.583
контрабандист	0.062	0.867	0.645
контракт	0.344	0.557	0.449
контрапункт	0.438	0.509	0.538
контраст	0.480	0.406	0.520
контрацепция	0.296	0.518	0.525
контролер	0.402	0.481	0.866
контролировать	0.698	0.555	0.889
контроллер	0.469	0.712	0.868
контроль	0.609	0.396	0.847
контрфорс	0.438	0.684	0.721
контузия	0.167	0.565	0.509
контур	0.566	0.315	0.462
конура	0.430	0.480	0.406
конус	0.417	0.208	0.343
конусность	0.541	0.410	0.415
конфедерация	0.627	0.473	0.783
конферансье	0.888	0.709	0.759
конференция	0.688	0.615	0.606
конфессиональный	0.458	0.384	0.654
конфетка	0.865	0.551	0.446
конфетти	0.781	0.573	0.250
конфеты	0.930	0.425	0.384
конфигурация	0.540	0.443	0.591
конфиденциально	0.545	0.516	0.550
конфиденциальность	0.594	0.425	0.658
конфиденциальный	0.643	0.471	0.761
конфискация	0.196	0.647	0.477
конфискован	0.156	0.650	0.352
конфисковать	0.250	0.625	0.482
конфисковывать	0.230	0.587	0.583
конфликт	0.335	0.906	0.471
конформация	0.622	0.435	0.711
конфронтация	0.177	0.870	0.658
концентрация	0.735	0.500	0.722
концентрический	0.730	0.479	0.635
концепция	0.573	0.265	0.632
концерт	0.789	0.794	0.664
кончик	0.708	0.221	0.518
кончина	0.104	0.596	0.456
кончить	0.340	0.469	0.404
конькобежец	0.633	0.774	0.652
коньяк	0.615	0.510	0.430
кооператив	0.816	0.461	0.670
координатор	0.750	0.510	0.850
координация	0.677	0.454	0.789
координировать	0.698	0.429	0.694
копает	0.448	0.670	0.635
копать	0.583	0.613	0.635
копаться	0.469	0.529	0.684
копирование	0.448	0.315	0.404
копировать	0.470	0.435	0.424
копить	0.506	0.412	0.518
копыто	0.427	0.341	0.365
копье	0.434	0.567	0.517
кора	0.594	0.439	0.529
кораблекрушение	0.268	0.768	0.373
коралл	0.802	0.231	0.425
корвет	0.551	0.520	0.598
кордон	0.469	0.317	0.380
корейка	0.420	0.298	0.379
коренастый	0.520	0.517	0.509
корень	0.609	0.235	0.422
корзина	0.458	0.227	0.336
коридор	0.589	0.409	0.435
корица	0.600	0.250	0.292
коричневый	0.396	0.202	0.293
корка	0.542	0.337	0.456
корковый	0.380	0.423	0.536
корм	0.316	0.358	0.430
корма	0.480	0.417	0.518
кормили	0.602	0.370	0.482
кормушка	0.604	0.452	0.713
корнет	0.507	0.520	0.415
коробка	0.393	0.182	0.276
корова	0.449	0.230	0.300
королева	0.875	0.692	0.860
королевский	0.796	0.430	0.759
король	0.677	0.690	0.892
корона	0.763	0.505	0.741
коронарный	0.567	0.613	0.509
коронация	0.792	0.592	0.836
коронер	0.323	0.558	0.526
коротенький	0.417	0.370	0.393
короткая	0.184	0.264	0.237
коротковолновый	0.460	0.271	0.368
коротышка	0.370	0.500	0.445
корпоративный	0.592	0.454	0.745
корпорация	0.429	0.332	0.873
корпус	0.603	0.341	0.479
корректирование	0.590	0.520	0.661
корректировщик	0.542	0.491	0.644
корректирующий	0.448	0.528	0.613
корреляция	0.596	0.462	0.571
корреспондент	0.573	0.565	0.712
коррозионный	0.140	0.618	0.570
коррозия	0.156	0.610	0.348
коррумпированный	0.020	0.806	0.500
коррупция	0.052	0.830	0.549
корс	0.448	0.451	0.382
корсаж	0.510	0.294	0.397
корсет	0.490	0.520	0.381
корт	0.479	0.769	0.827
кортеж	0.708	0.730	0.593
кортизон	0.427	0.395	0.456
кортик	0.173	0.648	0.528
корь	0.092	0.635	0.422
коряги	0.249	0.502	0.465
кос	0.500	0.471	0.407
коса	0.427	0.222	0.216
косвенный	0.443	0.470	0.424
косилка	0.458	0.510	0.368
косить	0.420	0.559	0.393
косметика	0.765	0.464	0.472
косметический	0.625	0.304	0.308
космический	0.663	0.538	0.692
космология	0.651	0.438	0.637
космонавт	0.740	0.589	0.804
космополит	0.823	0.510	0.760
космос	0.860	0.478	0.664
коснулся	0.592	0.380	0.404
косоглазие	0.385	0.461	0.452
косоглазый	0.459	0.460	0.423
косой	0.438	0.347	0.455
костер	0.611	0.577	0.516
кости	0.328	0.382	0.316
костлявый	0.445	0.462	0.330
костоправ	0.420	0.549	0.651
костыль	0.302	0.294	0.302
кость	0.337	0.370	0.413
костюм	0.548	0.510	0.374
костяшка	0.655	0.333	0.393
костяшки	0.271	0.461	0.320
косяки	0.396	0.408	0.375
кот	0.413	0.497	0.311
котел	0.510	0.486	0.418
котенок	0.816	0.343	0.260
коттедж	0.600	0.279	0.361
коты	0.370	0.394	0.407
кофе	0.823	0.418	0.309
кофеин	0.562	0.759	0.500
кофейник	0.760	0.333	0.312
кофейня	0.694	0.357	0.307
кочевник	0.375	0.413	0.433
кочевой	0.427	0.519	0.422
кошачий	0.615	0.745	0.509
кошелек	0.656	0.176	0.306
кошерный	0.469	0.443	0.312
кошечка	0.541	0.290	0.196
кошка	0.667	0.260	0.370
кошмар	0.005	0.810	0.436
кошмары	0.082	0.942	0.448
кощунственный	0.146	0.736	0.449
коэффициент	0.677	0.415	0.702
кпз	0.480	0.549	0.500
краб	0.421	0.396	0.330
